"","AFAP1","AFF4","AGAP1","AGO3","AGPS","AHDC1","AKAP11","ALPK2","AMOTL1","ANKH","ANKRD52","ARL10","ASCC3","BRCA2","BSN","BUB3","Blank.1","Blank.10","Blank.2","Blank.3","Blank.4","Blank.5","Blank.6","Blank.7","Blank.8","Blank.9","C14orf132","C17orf51","CBL","CBX5","CCDC113","CDYL2","CEMIP","CENPF","CEP250","CHST3","CKAP5","CNR2","COL5A1","CREBBP","CRTAP","DIEXF","DIP2B","DNAJC13","DOPEY1","DSEL","DYNC1H1","EGFR","FAF2","FAM184B","FAM208B","FASN","FBN1","FBN2","FYCO1","FZD4","FZD5","GPR107","GTF3C4","HEATR5B","HERC2","IGF2R","IL17RA","ITPR2","KIAA1147","KIAA1462","KIF13B","KLHL9","KPNA4","LMTK2","LRP1","LUZP1","MALAT1","MAN1A2","MCF2L","MED14","MYH10","NHSL2","NKTR","NOTCH2","NRIP1","PAPPA","PHIP","PIK3CA","PLXNA1","PLXNA2","POLQ","PRDM2","PRKCA","PRKDC","PROSER1","PRPF8","PRRC2B","PTPN14","RAB3B","RAD51D","RBM20","RNF152","RNF169","RP4.671O14.6","SAMD12","SCUBE3","SIPA1L3","SKP1","SLC35B4","SLC38A1","SLC5A3","SLC7A11","SLC9A2","SMARCA5","SMIM5","SOD2","SPTBN1","SRRM2","SSH1","STARD9","SULT1C2","THBS1","THSD4","TLN1","TMOD2","TNRC6A","TPR","TSPAN3","TSTD2","TTPAL","UBR2","UBR5","UMPS","USP24","USP34","USP8","USP9X","VPS13D","XDH","XKR5","YIPF4","ZBTB43","ZCCHC6","ZNF592"
"529.084395480227 x 353.561887005649",17,24,20,13,13,30,9,7,23,7,36,10,8,9,5,20,5,4,4,5,1,7,19,10,11,9,15,13,24,42,6,19,11,112,14,23,57,19,26,43,17,8,18,9,7,15,37,8,15,7,13,34,12,35,12,17,2,20,23,8,24,11,10,13,12,10,13,21,10,13,16,10,184,13,2,15,36,13,11,25,17,10,17,6,17,5,9,19,11,68,16,52,24,30,9,16,8,13,25,8,6,11,15,10,10,7,14,7,8,23,6,9,61,76,14,18,9,50,2,86,5,17,26,5,7,12,6,22,11,8,30,10,28,11,6,17,18,10,28,27
"524.794119897959 x 314.100586734694",4,5,8,11,4,9,3,3,9,1,8,3,4,2,3,0,1,4,2,1,4,5,5,2,3,0,2,0,3,10,2,3,4,53,5,3,29,5,7,13,3,2,9,1,3,7,9,3,6,4,5,8,1,4,1,6,4,3,6,2,3,2,4,3,2,3,5,5,3,3,5,7,47,4,2,6,6,2,6,1,7,2,4,5,5,1,4,5,7,16,6,12,3,7,2,9,1,4,7,3,2,5,4,3,1,5,8,4,3,15,1,6,20,18,4,3,2,9,2,17,3,9,15,3,2,4,1,4,0,3,12,2,7,6,4,2,0,3,4,9
"529.836998191683 x 438.043586497891",9,11,18,3,14,13,18,8,15,9,15,6,4,9,8,7,8,3,3,4,2,6,4,8,5,5,16,9,13,27,5,9,8,18,10,11,4,8,23,22,12,9,11,11,6,6,15,2,12,4,12,37,5,18,10,12,5,11,11,13,15,8,12,7,10,6,7,7,12,5,15,6,95,7,8,12,19,6,11,9,5,6,6,9,15,3,6,8,12,46,5,30,14,22,5,6,9,7,12,6,4,9,7,4,6,3,50,12,5,20,7,12,30,31,8,9,1,48,5,42,10,11,9,13,10,13,8,20,3,5,24,3,16,11,9,12,7,7,13,13
"536.268388888889 x 393.573730158731",8,9,11,7,6,9,7,9,13,10,12,4,6,7,6,7,1,1,4,3,0,7,5,2,4,8,6,8,8,16,10,4,9,23,6,8,15,4,9,20,6,1,9,6,3,3,15,6,4,4,6,24,7,9,7,7,4,9,8,6,10,7,12,10,5,4,11,6,8,9,3,7,105,6,5,14,13,8,6,6,6,1,11,4,11,3,2,7,7,30,6,24,4,19,2,5,5,6,9,7,3,4,0,2,5,3,11,9,5,3,2,7,22,42,9,6,5,18,5,45,4,7,22,5,6,13,8,12,5,6,12,4,10,5,13,8,7,5,10,12
"544.91595212766 x 496.969898936171",27,36,40,18,16,35,27,15,38,17,34,16,22,15,20,12,6,4,10,6,8,18,15,10,3,9,24,30,30,36,22,34,8,34,28,36,27,13,52,73,27,8,31,15,9,15,56,21,21,18,25,60,17,32,12,32,11,21,24,15,33,24,22,25,21,7,16,16,7,30,38,19,305,18,10,27,64,18,22,24,21,4,20,18,31,12,16,36,42,69,30,50,30,34,7,21,14,14,25,10,17,10,10,9,9,17,49,24,7,27,13,17,70,84,13,24,13,183,12,95,3,26,31,14,26,20,10,31,7,9,34,12,53,22,19,14,12,9,22,39
"545.679481481482 x 309.042720987654",15,21,16,8,10,21,5,8,35,15,16,4,11,8,7,6,8,6,7,9,5,12,13,8,5,6,8,10,17,17,7,13,13,9,14,24,22,12,19,29,13,8,24,5,8,3,35,24,7,6,8,18,6,16,6,19,6,16,12,15,28,11,19,10,5,7,13,12,7,17,18,12,184,17,5,8,21,11,10,11,9,7,9,9,12,6,6,12,16,33,8,20,19,30,7,11,10,6,14,4,5,13,9,8,5,8,49,10,2,23,12,13,38,45,7,11,5,63,9,46,5,16,11,10,9,13,4,11,8,7,24,7,23,6,8,10,11,7,16,10
"559.651485803191 x 444.47701672501",19,20,18,18,13,28,12,16,21,11,22,13,23,14,3,11,7,10,2,5,4,8,11,5,0,10,15,13,20,21,12,18,11,16,13,22,22,15,37,30,8,9,26,14,13,6,44,12,13,11,16,40,14,41,13,21,6,14,17,15,26,10,16,9,14,7,14,6,8,26,23,26,206,19,5,12,28,16,16,28,14,9,11,9,24,10,3,27,18,36,16,37,31,27,8,10,11,7,23,12,11,16,15,11,9,9,15,11,7,30,15,10,35,51,10,15,9,77,7,71,5,18,27,11,10,17,11,28,11,13,31,6,38,15,15,13,13,11,21,23
"555.977252208047 x 392.033709519137",4,12,13,1,5,11,5,2,10,3,16,2,5,6,3,3,2,4,0,1,5,2,6,3,1,1,3,9,8,13,2,5,6,26,3,5,8,6,8,20,5,3,9,3,3,4,11,4,7,9,4,20,8,10,2,5,4,8,12,3,9,6,5,2,3,4,3,6,3,4,10,6,70,7,3,9,11,7,5,8,5,2,5,5,11,4,1,11,10,19,8,16,11,11,1,1,4,5,7,6,4,4,2,3,4,3,3,7,4,8,6,4,27,28,6,2,3,49,3,35,3,6,7,3,8,6,3,5,3,3,6,2,12,6,6,2,6,3,7,11
"569.686934306569 x 338.034790145986",8,18,10,8,5,9,6,3,31,7,6,4,6,2,5,5,0,6,2,6,2,6,8,3,4,4,4,4,8,12,2,2,4,6,3,19,6,11,18,9,4,6,14,6,2,2,23,14,8,6,12,14,7,6,2,9,9,7,6,4,11,5,3,4,4,5,7,15,4,4,9,9,95,8,3,4,13,4,4,6,14,5,2,3,8,4,3,13,11,14,2,15,10,14,4,11,6,6,6,5,3,6,3,8,2,3,13,6,1,6,6,8,14,26,6,11,1,27,2,17,5,8,6,9,6,6,1,5,5,4,10,4,7,5,4,4,4,5,11,2
"572.405099846389 x 376.69440860215",12,11,12,7,5,15,6,3,10,7,18,3,5,4,2,4,3,4,2,4,3,6,7,4,8,5,9,8,12,17,5,5,5,24,5,13,19,14,14,21,8,4,12,4,1,3,15,3,12,9,7,24,5,22,3,7,7,8,13,7,18,5,7,1,7,3,3,9,5,15,12,14,84,14,2,12,11,9,5,8,7,6,7,4,10,4,3,19,10,39,5,23,8,4,5,8,5,2,9,0,5,4,4,2,2,7,6,2,6,19,4,7,11,35,3,5,2,26,3,31,6,13,21,7,5,8,4,10,2,7,13,4,13,10,6,9,7,7,13,16
"580.809533227848 x 414.240664556962",6,10,15,5,3,7,5,6,16,7,14,2,6,8,4,3,6,6,3,4,4,5,8,3,1,6,3,8,12,26,7,3,5,23,6,9,20,5,4,23,10,3,9,6,2,6,13,8,9,5,1,15,7,13,3,7,5,9,9,5,16,4,6,6,5,1,6,5,10,11,4,9,77,12,7,7,14,4,4,8,7,4,8,3,12,6,11,15,11,42,4,19,20,10,5,9,2,2,11,3,5,5,6,5,4,8,9,10,3,20,6,5,17,22,7,4,7,39,5,31,5,8,13,6,13,8,4,10,8,6,12,2,13,7,10,6,4,3,14,12
"589.207949438202 x 457.000018726592",11,10,10,5,5,15,3,9,9,4,11,0,9,6,4,2,2,5,1,4,2,1,2,2,2,4,7,3,8,3,2,4,2,2,5,12,9,9,11,14,9,3,16,2,4,6,13,2,4,4,7,22,6,12,2,15,1,8,5,5,8,3,5,9,9,7,5,3,5,4,4,8,32,6,4,7,7,12,13,5,5,2,8,7,12,4,1,10,9,22,8,13,9,7,6,5,11,2,9,3,2,4,5,3,2,8,7,5,3,14,2,5,11,19,6,2,8,134,6,20,4,5,6,7,5,3,2,5,4,2,14,6,9,3,9,8,2,4,9,11
"589.225256723716 x 358.109388753057",6,7,4,5,3,9,7,2,12,1,8,2,2,6,4,1,4,2,1,4,1,4,9,5,0,5,3,2,5,11,3,10,5,5,1,13,3,5,6,7,3,5,9,5,4,5,10,4,1,7,3,9,2,8,1,10,3,7,8,3,7,2,0,3,9,2,3,2,5,3,10,4,53,4,2,1,11,8,3,5,2,6,4,3,9,3,4,4,8,23,1,12,13,6,5,7,6,0,2,2,4,4,0,2,2,3,4,5,8,6,7,7,17,18,6,5,5,35,3,12,6,3,8,6,4,5,4,11,7,8,6,4,7,5,5,2,2,3,5,7
"592.480852017937 x 331.896165919282",4,5,2,2,2,9,5,2,4,1,7,2,3,1,2,2,2,2,0,0,0,0,1,0,3,0,2,3,3,4,4,5,2,1,0,13,0,3,8,5,2,3,7,1,2,1,3,2,3,3,1,8,2,11,2,4,0,4,1,1,4,3,2,0,3,4,2,2,3,5,7,6,27,3,2,4,4,1,3,7,1,3,1,1,4,2,1,3,2,11,1,5,8,3,3,1,3,5,4,3,5,0,1,1,0,1,3,3,1,9,1,1,2,10,2,4,0,7,1,5,2,4,6,3,1,4,2,2,1,3,4,1,7,3,4,0,1,2,3,4
"404.592637590861 x 207.502388369678",14,18,14,10,8,31,6,3,26,6,22,4,11,6,8,10,4,5,4,4,5,6,4,2,5,3,13,20,22,21,5,10,14,16,13,20,16,15,36,29,14,16,18,5,6,7,30,11,15,9,6,19,8,31,6,9,11,8,15,11,22,11,15,9,9,9,14,8,5,12,21,17,152,11,6,13,20,8,10,17,14,3,6,13,16,6,6,20,7,41,8,38,31,16,7,14,7,6,12,5,8,9,9,4,6,8,15,4,7,19,11,4,26,43,5,8,4,45,13,38,9,10,15,6,6,7,10,20,8,10,26,5,22,7,8,11,10,6,13,22
"418.319776674939 x 235.795359801489",2,8,6,2,4,11,10,4,10,6,5,0,4,5,1,3,0,2,0,4,3,4,2,5,2,2,3,5,2,10,2,7,7,11,8,21,4,2,14,8,4,2,7,4,2,8,10,4,8,1,2,12,4,13,3,9,7,2,6,1,9,9,2,4,2,3,5,4,1,4,6,7,47,6,3,8,11,5,5,10,3,1,11,5,9,2,4,2,3,15,2,11,10,4,4,6,5,1,6,5,2,0,1,3,4,7,4,2,2,12,5,8,13,16,1,6,1,23,4,16,4,3,4,1,1,3,3,8,4,6,11,2,12,5,4,3,3,3,9,9
"420.636772260273 x 270.044914383562",7,12,10,6,7,18,6,1,18,4,6,9,5,4,10,8,1,6,3,1,8,2,5,3,5,4,9,8,5,9,3,12,7,5,16,14,6,7,18,14,6,9,13,5,6,6,15,6,4,9,6,11,4,11,2,9,3,5,10,5,15,8,1,4,10,5,3,7,4,12,13,11,70,5,4,15,14,11,12,10,2,5,5,8,13,3,2,3,4,14,5,12,13,7,8,2,11,6,10,4,8,3,3,2,8,5,6,7,2,15,4,7,19,22,8,3,2,76,1,15,6,3,6,5,1,9,4,11,6,7,11,3,17,1,10,4,5,8,8,9
"426.586862068965 x 162.449333333334",11,12,17,8,4,15,8,9,33,6,15,4,12,6,7,4,6,9,0,0,7,7,10,6,4,10,13,12,9,30,8,12,6,27,11,27,21,5,17,21,11,10,17,12,10,12,27,11,4,5,8,25,3,43,5,20,7,14,11,7,25,13,13,7,7,10,13,8,10,19,19,14,98,14,3,9,23,8,12,13,5,10,11,6,15,3,15,7,12,27,6,23,18,13,8,8,8,9,11,5,7,4,10,5,2,11,2,10,7,10,8,5,26,30,10,7,7,56,8,46,6,15,15,4,13,6,4,18,5,6,10,9,23,7,12,7,8,1,15,16
"427.580369487485 x 303.940393325387",15,12,7,8,8,19,14,13,11,8,14,4,3,11,9,10,5,5,4,1,7,6,9,4,3,5,9,12,13,14,5,20,11,3,13,22,12,20,44,26,11,5,12,9,13,13,25,10,6,8,15,26,11,30,2,15,11,7,3,5,7,7,13,7,14,12,15,2,4,13,18,10,130,13,4,7,8,8,9,14,6,5,8,4,19,4,9,17,9,24,9,25,20,12,14,9,11,14,8,8,7,15,13,12,6,12,10,5,7,18,6,10,15,25,6,10,13,8,6,24,10,15,11,9,9,10,8,13,6,10,20,8,22,11,7,9,10,7,14,15
"432.911995661605 x 120.254902386117",11,14,11,8,6,23,7,13,17,5,22,8,6,6,10,9,2,4,5,5,2,7,7,4,3,6,5,4,7,16,2,10,5,17,12,9,15,14,14,21,7,7,14,6,7,5,18,10,10,3,10,31,6,12,8,14,7,15,13,8,7,8,10,8,12,4,8,10,2,7,5,9,45,10,3,14,12,7,14,14,2,3,10,3,10,7,5,15,17,33,10,24,16,15,8,8,11,7,12,7,2,3,6,2,5,10,8,8,0,16,6,8,12,26,11,4,5,31,8,53,2,4,14,6,6,4,6,11,6,6,13,3,20,4,5,4,4,6,5,15
"428.937176287052 x 211.742308892356",2,12,11,4,10,8,9,2,11,4,3,2,4,5,3,1,3,1,2,1,4,1,2,4,2,3,2,6,3,4,3,3,4,3,9,8,2,3,13,12,5,4,3,4,2,2,10,7,7,1,1,7,3,7,3,4,3,3,4,1,1,2,2,2,3,4,5,2,5,8,17,7,45,0,4,3,6,3,4,5,3,2,4,2,5,1,2,7,5,7,6,12,6,5,1,3,2,3,4,2,3,2,2,1,0,3,6,3,1,6,3,3,5,12,3,1,4,5,4,7,4,4,2,4,4,7,1,11,2,6,7,3,8,5,6,5,3,2,3,0
"441.168778135048 x 251.341406752412",7,18,7,9,8,19,12,11,7,5,5,7,9,8,5,8,5,3,4,4,4,7,4,4,1,4,6,4,5,12,3,9,4,8,17,10,5,6,40,15,11,5,10,6,3,1,26,8,6,3,7,15,8,23,4,9,5,6,8,12,7,16,4,7,5,5,14,9,6,6,20,12,70,7,2,5,16,5,10,13,6,2,5,4,9,5,5,9,15,20,5,24,19,9,5,7,7,2,9,1,5,7,7,3,4,5,10,6,7,16,9,8,15,18,1,4,4,20,6,20,4,14,8,9,6,11,5,5,2,9,17,5,11,7,5,5,3,7,12,12
"440.369834183673 x 190.933278061224",5,9,8,3,8,7,5,8,9,5,7,2,4,0,2,2,2,2,3,1,0,0,4,2,3,0,3,6,7,9,2,2,2,4,7,7,8,2,4,10,8,3,6,2,3,7,9,5,10,1,4,10,3,10,4,6,4,5,3,3,6,5,4,3,2,4,11,4,2,6,11,9,31,4,3,4,5,6,7,11,11,2,3,2,9,1,4,8,5,30,5,17,7,5,2,3,6,5,8,3,4,1,3,1,0,5,0,4,6,8,1,7,15,15,0,2,1,14,3,29,2,7,4,5,1,6,0,5,3,7,15,3,16,4,5,3,4,4,7,10
"448.910298273155 x 214.145855572998",3,7,5,3,3,8,2,2,12,3,2,3,1,5,5,1,3,3,1,1,4,3,3,1,1,1,1,3,8,8,4,3,1,3,5,11,3,0,5,9,3,1,6,1,1,4,10,3,3,2,1,11,1,8,5,3,2,4,8,4,7,1,4,2,1,6,4,4,1,4,7,8,51,4,1,7,9,0,3,5,6,1,2,1,6,1,3,5,2,10,6,12,7,5,2,6,3,2,11,1,1,0,6,0,1,6,2,6,1,7,0,3,4,12,3,7,3,22,0,15,3,2,6,1,2,3,2,9,1,4,7,3,18,5,3,1,6,1,3,6
"463.141434223541 x 235.723639960435",9,20,5,5,4,11,3,3,11,0,11,5,7,6,8,5,4,2,1,1,2,5,3,3,1,0,4,4,5,8,4,6,5,2,8,12,9,2,20,7,7,5,19,11,7,2,13,11,3,5,3,14,4,13,7,5,2,5,4,3,9,10,6,5,2,5,5,10,8,9,15,7,105,5,2,6,6,6,13,5,4,2,1,4,10,4,4,9,8,15,7,13,11,6,4,7,9,1,5,4,2,2,8,1,1,5,16,5,5,8,3,3,12,18,6,7,7,27,1,22,3,7,7,6,7,3,1,6,2,10,9,1,11,5,9,4,6,1,10,3
"462.896893453145 x 122.255423620026",17,18,11,5,4,15,7,5,19,3,17,5,8,9,10,7,1,8,4,1,1,4,11,7,8,3,9,10,12,20,4,10,8,6,6,23,13,6,34,36,14,8,9,3,3,5,35,9,8,15,10,64,5,15,4,11,4,8,14,11,16,6,13,9,7,6,4,14,4,6,17,9,48,13,7,9,24,7,4,18,12,5,11,8,11,7,5,12,30,30,13,25,16,16,9,6,6,5,10,3,5,7,4,3,8,3,8,10,5,13,10,7,23,26,7,11,1,25,8,54,8,13,20,10,5,8,6,6,5,7,14,5,17,4,9,7,9,5,9,12
"468.377497013143 x 183.339510155316",15,6,7,5,10,15,9,9,33,8,11,8,17,10,5,6,4,4,1,4,6,2,5,5,7,4,6,9,19,31,3,14,8,32,9,18,10,6,17,15,10,7,8,8,6,6,23,8,12,5,11,46,4,15,4,14,8,10,11,3,15,12,6,5,3,3,14,8,3,11,19,9,112,13,3,18,14,10,13,9,7,3,10,5,14,3,7,17,14,54,8,34,13,14,11,17,8,15,12,5,2,4,7,3,7,6,7,10,5,12,6,12,42,24,6,5,6,93,6,20,6,8,19,11,7,8,3,12,3,9,18,9,21,3,10,8,5,7,8,13
"465.579872340425 x 201.322340425532",7,5,6,3,6,2,2,2,7,1,3,3,0,3,2,2,0,1,0,0,1,1,1,1,3,0,0,1,5,3,1,6,1,8,1,4,2,2,2,5,4,1,7,2,3,3,5,1,5,0,0,6,1,11,2,4,3,2,4,4,4,0,1,5,3,7,7,0,1,4,5,4,24,2,2,5,6,2,9,5,1,0,5,2,6,1,1,5,3,6,2,6,4,3,0,3,4,2,2,2,3,5,0,4,3,2,2,3,1,6,1,6,4,19,5,2,1,16,2,10,2,2,2,0,3,3,1,3,1,2,8,0,5,3,2,3,2,3,2,3
"462.698187744459 x 291.540104302477",21,15,14,4,8,26,6,9,15,6,8,7,11,10,2,5,3,8,6,4,5,5,10,9,3,8,7,10,17,14,7,10,14,4,17,19,8,4,12,24,9,13,14,7,7,3,24,8,11,6,8,25,3,17,8,13,5,9,12,7,19,8,10,5,6,9,12,16,6,11,12,9,119,11,4,11,17,8,11,16,7,5,10,11,5,1,3,14,15,25,11,20,15,32,7,9,8,7,9,2,8,7,5,5,4,3,14,9,2,22,9,10,25,21,11,10,6,26,2,28,4,13,3,4,4,10,8,12,8,7,22,7,16,8,6,5,8,6,10,6
"462.872650485437 x 154.54781553398",12,2,9,4,7,12,6,6,12,1,9,4,13,2,4,6,0,4,2,1,3,3,4,4,0,6,9,2,7,11,3,3,6,8,11,9,6,6,13,14,11,7,10,3,3,4,23,6,7,7,5,35,8,13,2,4,3,9,7,6,7,8,7,7,1,1,3,12,5,5,8,11,47,4,3,4,12,5,5,17,6,2,3,4,7,4,0,12,16,16,4,15,18,11,9,4,6,5,9,6,3,2,4,2,1,1,8,11,3,5,9,3,6,28,6,3,2,17,2,35,3,5,6,5,11,5,9,12,5,3,10,5,12,5,5,6,5,5,6,10
"468.84941885965 x 265.457478070175",14,13,4,6,6,16,11,5,4,2,3,4,5,7,3,4,1,4,2,2,2,0,2,3,3,4,4,4,12,10,2,5,3,1,9,8,9,10,6,9,6,2,5,0,3,3,19,2,6,1,8,10,4,10,6,6,6,8,7,7,6,8,7,6,5,5,5,3,5,9,8,13,93,11,1,7,13,4,6,7,3,1,7,3,8,3,2,5,11,14,1,10,19,5,6,6,6,2,9,3,6,4,0,5,3,3,6,4,3,7,2,8,12,18,5,4,4,7,2,17,2,3,5,5,3,10,3,7,1,8,12,8,10,7,2,2,2,5,9,1
"488.172864651774 x 155.603101182654",0,13,4,2,3,5,3,1,9,2,7,1,7,3,2,5,1,2,1,2,2,2,4,3,3,1,4,0,4,9,8,0,2,9,7,10,3,4,22,24,4,4,4,8,5,6,8,4,7,1,9,20,0,13,1,5,1,4,5,4,5,9,7,5,3,2,5,3,3,2,9,4,41,4,2,5,8,5,6,5,5,2,9,6,8,2,3,6,16,15,1,8,12,3,4,4,3,5,9,1,1,3,2,1,0,4,3,3,2,7,4,3,4,19,6,2,2,9,4,32,1,8,7,3,2,1,4,9,3,1,15,3,10,3,2,7,2,1,4,2
"500.009188963211 x 179.986262541806",12,11,4,4,9,5,9,6,7,3,9,8,2,3,2,5,2,3,4,5,2,8,7,6,2,5,9,12,8,14,4,4,7,9,3,9,5,6,10,17,7,9,9,5,3,2,13,1,6,6,12,15,10,15,8,9,2,11,12,4,12,10,14,9,7,10,6,10,2,8,5,9,135,7,6,10,10,4,15,10,5,3,6,7,11,3,7,10,17,19,3,12,9,5,4,8,6,4,9,3,4,6,4,4,0,5,10,4,3,8,2,3,14,27,7,5,1,42,5,34,1,6,11,7,9,6,1,13,5,7,11,3,11,9,8,4,8,5,10,4
"489.789140969164 x 118.591744493392",6,15,14,8,16,12,8,7,20,2,14,10,8,3,3,8,9,3,3,3,4,4,4,3,6,6,8,5,14,17,4,7,1,26,8,10,6,6,10,25,13,9,17,1,5,4,21,6,12,6,4,63,5,10,7,9,5,17,10,8,18,7,8,5,3,7,3,8,3,13,14,6,48,7,3,11,19,3,11,12,7,7,5,6,11,3,6,7,26,23,12,20,11,23,3,7,5,8,6,8,3,7,1,3,5,5,8,15,3,8,9,7,14,9,8,4,3,34,5,46,0,17,11,4,6,8,5,15,5,6,23,7,15,6,10,8,1,5,8,14
"494.465093167701 x 298.123204968945",11,13,14,11,7,10,5,9,21,8,12,5,14,8,2,8,5,4,3,1,3,5,8,6,4,3,5,14,8,15,10,8,17,3,7,15,12,8,22,22,9,9,26,7,9,6,21,16,8,6,10,16,5,26,7,12,6,8,11,6,19,8,4,7,10,9,14,8,7,10,10,10,136,13,2,12,21,9,16,9,10,6,9,7,18,1,7,8,7,9,6,28,16,17,11,7,7,7,12,3,5,8,7,4,10,9,34,7,6,15,5,10,23,16,4,11,3,58,5,42,4,20,4,11,8,16,5,18,10,14,15,7,20,7,12,11,6,3,11,6
"496.175273592386 x 258.12618556701",6,11,9,8,8,14,10,9,10,0,12,2,14,6,4,4,2,4,3,3,1,10,4,5,3,6,4,10,16,10,5,4,3,27,8,16,21,5,11,18,13,7,14,4,2,3,20,8,8,5,9,15,6,14,3,9,7,7,5,5,14,6,3,2,7,7,7,6,5,10,7,12,69,4,3,13,27,4,5,9,7,4,7,3,12,3,5,8,8,41,3,29,16,12,6,5,5,6,11,1,3,3,6,6,4,6,10,17,1,10,5,7,16,32,6,4,6,14,7,29,6,5,11,12,5,13,3,12,2,9,15,6,18,10,6,6,9,4,5,10
"516.8727853598 x 152.476774193548",17,16,13,10,19,16,5,11,18,2,17,7,11,4,7,5,9,7,3,5,2,8,3,4,6,10,10,5,15,11,7,5,7,9,10,21,16,9,39,29,11,4,15,10,3,3,25,4,9,8,18,22,6,32,5,13,10,8,13,6,13,19,10,10,13,9,8,10,6,16,27,8,113,12,2,10,20,11,14,19,5,6,4,9,10,8,5,19,7,25,9,16,15,9,3,9,3,9,11,1,8,14,3,2,5,8,4,7,6,13,10,10,17,41,7,17,5,8,8,42,5,9,10,10,9,11,3,16,6,6,13,6,23,6,9,6,13,6,9,15
"512.764663212436 x 105.452557318653",10,38,25,16,16,26,31,16,31,4,36,9,20,14,11,17,2,15,7,6,4,7,11,6,5,13,18,8,23,57,11,20,12,22,16,13,16,20,73,56,24,16,23,9,8,7,33,15,17,10,16,86,15,42,15,28,10,20,26,10,25,31,21,10,13,9,16,14,11,17,48,14,227,19,3,12,58,22,27,35,14,9,18,12,23,14,12,25,35,65,14,38,36,19,13,14,12,9,17,8,9,20,14,6,11,22,12,20,7,17,7,13,31,67,18,18,12,42,9,88,16,22,34,20,20,13,8,37,15,19,35,8,47,14,15,18,14,8,19,33
"513.920244115083 x 289.736346992153",7,10,6,7,6,5,5,6,13,6,15,7,4,6,6,4,6,2,4,3,7,1,4,2,4,4,3,7,8,18,5,6,2,62,7,13,39,12,5,25,10,5,10,7,10,5,9,5,7,2,9,10,3,16,4,10,2,5,9,6,6,3,6,5,4,6,11,4,5,7,3,13,53,6,2,7,16,8,6,11,8,2,8,12,11,6,7,8,9,20,4,17,12,9,2,8,6,10,9,5,2,6,2,7,1,8,14,2,2,15,2,9,18,22,7,9,4,11,3,15,3,7,10,3,2,7,4,6,8,5,15,2,11,4,6,5,4,9,10,6
"524.160973070016 x 202.381253141831",25,27,23,11,14,26,21,13,48,5,25,8,24,10,10,13,3,8,11,1,5,7,10,5,6,7,12,22,14,32,9,18,9,50,22,25,41,15,46,48,27,11,24,21,3,8,35,11,14,10,17,34,9,30,6,17,7,17,20,10,28,13,10,15,10,13,14,10,11,16,26,16,261,14,8,15,39,10,15,26,13,8,4,15,18,8,8,17,27,59,13,39,19,24,13,19,11,4,27,12,8,16,9,6,7,14,24,17,6,16,8,8,52,55,7,8,5,86,9,78,2,19,33,14,15,28,8,22,10,14,38,7,48,14,12,15,10,8,19,22
"527.089721115539 x 272.432430278885",6,10,9,0,2,6,4,8,7,2,4,2,7,3,0,3,0,3,1,2,1,3,3,4,2,1,4,1,6,6,4,3,3,4,9,8,10,1,8,11,2,2,4,2,3,2,9,1,5,2,1,12,4,5,2,2,3,9,3,2,12,6,3,4,1,6,1,1,2,6,11,4,112,5,1,5,8,3,5,4,4,3,6,5,4,2,2,10,1,6,5,5,6,15,0,7,3,4,6,2,5,5,4,4,4,1,16,7,1,7,2,4,12,15,4,4,1,7,7,7,1,5,3,6,4,6,4,6,2,7,7,1,11,5,4,6,7,2,5,2
"532.042096885813 x 251.200961937716",11,14,11,6,7,20,8,2,18,1,13,5,13,6,5,5,2,6,5,6,4,3,8,6,4,1,6,4,9,20,2,7,8,24,13,12,14,9,19,21,15,3,12,7,5,8,26,4,6,5,12,27,9,14,5,9,5,10,11,0,18,5,10,4,6,4,5,3,8,9,8,10,114,8,2,16,25,3,6,7,12,4,15,7,7,4,6,9,16,55,5,28,9,24,8,6,0,5,12,5,1,2,6,8,5,3,6,12,1,9,6,8,27,37,4,2,5,29,5,34,4,10,14,5,5,11,8,14,4,6,17,7,17,8,6,2,5,9,10,14
"534.740649572649 x 137.540188034188",4,5,5,2,1,6,4,2,6,3,1,1,1,1,5,7,1,4,1,1,2,6,3,0,2,0,5,2,6,7,2,2,3,3,4,6,5,3,11,8,4,5,3,2,2,1,7,6,4,6,4,7,5,5,2,4,4,4,1,3,7,3,6,3,5,3,2,0,1,5,6,2,63,4,0,2,8,2,9,7,3,3,4,3,7,2,3,9,1,13,0,3,4,5,6,2,1,1,7,0,1,4,2,1,1,3,2,1,3,11,1,5,8,20,1,3,3,8,1,9,1,6,4,3,5,1,1,4,2,7,2,2,5,2,4,1,2,0,5,5
"547.790045610034 x 111.824321550741",4,4,5,4,3,8,5,9,12,4,6,1,3,2,3,2,1,2,0,0,5,3,7,1,3,1,7,2,6,9,5,3,3,6,3,9,5,5,14,19,3,1,11,8,2,1,12,2,7,2,4,20,7,11,3,5,1,5,3,5,9,10,7,5,3,4,2,3,4,7,9,3,85,9,0,6,18,5,6,8,1,3,2,6,7,3,3,9,4,12,4,5,7,4,3,2,3,5,9,3,1,8,2,4,3,2,1,3,1,10,1,2,6,29,1,3,5,9,5,39,4,6,7,11,0,7,6,15,6,10,7,1,15,5,8,7,3,2,10,7
